Indicator,Group,State,Subgroup,Time Period Label,Value,LowCI,HighCI,Confidence Interval,Start_Date,End_Date,period,total_cases,avg_cases
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,Virginia,Oct 28 - Nov 9,22.2,18.3,26.6,18.3 - 26.6,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,Washington,Oct 28 - Nov 9,20.8,17.6,24.2,17.6 - 24.2,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,West Virginia,Oct 28 - Nov 9,27.6,21.6,34.4,21.6 - 34.4,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,Wisconsin,Oct 28 - Nov 9,19.5,15.5,24,15.5 - 24.0,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,Wyoming,Oct 28 - Nov 9,19.4,15.4,23.8,15.4 - 23.8,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,Oct 28 - Nov 9,9.8,9.4,10.2,9.4 - 10.2,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,Oct 28 - Nov 9,14.8,13,16.8,13.0 - 16.8,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,Oct 28 - Nov 9,14.4,13.2,15.8,13.2 - 15.8,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,Oct 28 - Nov 9,10.1,9.4,10.9,9.4 - 10.9,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,Oct 28 - Nov 9,9.2,8,10.6,8.0 - 10.6,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,Oct 28 - Nov 9,6.3,5.4,7.2,5.4 - 7.2,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,Oct 28 - Nov 9,3.2,2.6,3.9,2.6 - 3.9,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,Oct 28 - Nov 9,2.9,1.7,4.7,1.7 - 4.7,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,Oct 28 - Nov 9,7.6,6.9,8.3,6.9 - 8.3,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,Oct 28 - Nov 9,11.8,11.1,12.5,11.1 - 12.5,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Oct 28 - Nov 9,5,4.6,5.5,4.6 - 5.5,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Oct 28 - Nov 9,16.6,15.7,17.5,15.7 - 17.5,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Oct 28 - Nov 9,9.5,8.1,11,8.1 - 11.0,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Oct 28 - Nov 9,10,9.4,10.6,9.4 - 10.6,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Oct 28 - Nov 9,9.7,8,11.5,8.0 - 11.5,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Oct 28 - Nov 9,6,4.4,8.1,4.4 - 8.1,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Oct 28 - Nov 9,12.6,10,15.6,10.0 - 15.6,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,Oct 28 - Nov 9,7.8,5.4,10.9,5.4 - 10.9,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,Oct 28 - Nov 9,6.5,5.6,7.5,5.6 - 7.5,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Oct 28 - Nov 9,11,10.2,11.8,10.2 - 11.8,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Oct 28 - Nov 9,12,11.5,12.5,11.5 - 12.5,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,Oct 28 - Nov 9,9.2,5.2,14.9,5.2 - 14.9,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,Oct 28 - Nov 9,13,9.6,17.1,9.6 - 17.1,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,Oct 28 - Nov 9,9.4,6.6,13,6.6 - 13.0,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,Oct 28 - Nov 9,8.2,5.5,11.6,5.5 - 11.6,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,California,California,Oct 28 - Nov 9,10.2,8.2,12.4,8.2 - 12.4,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,Oct 28 - Nov 9,12.4,10.2,14.8,10.2 - 14.8,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,Oct 28 - Nov 9,13.3,10.2,16.9,10.2 - 16.9,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,Oct 28 - Nov 9,11.2,7.6,15.8,7.6 - 15.8,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,Oct 28 - Nov 9,20.3,14.9,26.7,14.9 - 26.7,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,Oct 28 - Nov 9,7.2,5.2,9.5,5.2 - 9.5,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,Oct 28 - Nov 9,8.5,6.1,11.3,6.1 - 11.3,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,Oct 28 - Nov 9,9.4,6.4,13.3,6.4 - 13.3,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,Oct 28 - Nov 9,8.5,6,11.6,6.0 - 11.6,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,Oct 28 - Nov 9,9.5,7.4,11.9,7.4 - 11.9,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,Oct 28 - Nov 9,8.1,5.9,10.9,5.9 - 10.9,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,Oct 28 - Nov 9,11.1,7.8,15.3,7.8 - 15.3,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,Oct 28 - Nov 9,8.9,6.4,12,6.4 - 12.0,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,Oct 28 - Nov 9,7.8,5.3,11,5.3 - 11.0,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,Oct 28 - Nov 9,8.9,6.3,12.1,6.3 - 12.1,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,Oct 28 - Nov 9,9.6,6.8,13.1,6.8 - 13.1,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,Oct 28 - Nov 9,12.3,9.5,15.6,9.5 - 15.6,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,Oct 28 - Nov 9,16,12.9,19.6,12.9 - 19.6,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,Oct 28 - Nov 9,7.9,6.2,9.9,6.2 - 9.9,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,Oct 28 - Nov 9,10.1,8.2,12.2,8.2 - 12.2,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,Oct 28 - Nov 9,6.7,3.6,11.1,3.6 - 11.1,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,Oct 28 - Nov 9,5.6,3.9,7.9,3.9 - 7.9,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,Oct 28 - Nov 9,8.6,5.7,12.5,5.7 - 12.5,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,Oct 28 - Nov 9,9.1,6.6,12.1,6.6 - 12.1,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,Oct 28 - Nov 9,9,6.3,12.4,6.3 - 12.4,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,Oct 28 - Nov 9,10.8,7.7,14.5,7.7 - 14.5,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,Oct 28 - Nov 9,10.3,7.3,14,7.3 - 14.0,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,Oct 28 - Nov 9,13.1,9.3,17.8,9.3 - 17.8,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,Oct 28 - Nov 9,9.7,7.6,12.1,7.6 - 12.1,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,Oct 28 - Nov 9,10.4,7.8,13.7,7.8 - 13.7,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,Oct 28 - Nov 9,5.8,3.5,9,3.5 - 9.0,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,Oct 28 - Nov 9,9.7,7.1,12.9,7.1 - 12.9,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,Oct 28 - Nov 9,8.9,5.6,13.4,5.6 - 13.4,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,Oct 28 - Nov 9,11.1,8.6,14,8.6 - 14.0,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Oct 28 - Nov 9,10.4,7.6,13.8,7.6 - 13.8,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,Oct 28 - Nov 9,12.4,9.5,15.8,9.5 - 15.8,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,Oct 28 - Nov 9,9.2,6.4,12.6,6.4 - 12.6,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,Oct 28 - Nov 9,7.8,5.3,11,5.3 - 11.0,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,Oct 28 - Nov 9,9.2,6.8,12.1,6.8 - 12.1,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,Oct 28 - Nov 9,9.8,7.7,12.2,7.7 - 12.2,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,Oct 28 - Nov 9,11.9,9.4,14.8,9.4 - 14.8,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,Oct 28 - Nov 9,13.5,8.7,19.8,8.7 - 19.8,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,Oct 28 - Nov 9,11.7,8.7,15.2,8.7 - 15.2,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,Oct 28 - Nov 9,10.6,8.6,12.9,8.6 - 12.9,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,Oct 28 - Nov 9,12.3,7.2,19,7.2 - 19.0,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,Oct 28 - Nov 9,9.9,6.3,14.5,6.3 - 14.5,2020-10-28,2020-11-09,18,1257384,104782
"Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,Oct 28 - Nov 9,10.1,7.1,13.9,7.1 - 13.9,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,Oct 28 - Nov 9,24.3,23.6,25,23.6 - 25.0,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,Oct 28 - Nov 9,26.8,24.1,29.6,24.1 - 29.6,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,Oct 28 - Nov 9,27.5,25.9,29.2,25.9 - 29.2,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,Oct 28 - Nov 9,23.9,22.8,25,22.8 - 25.0,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,Oct 28 - Nov 9,24.5,23,25.9,23.0 - 25.9,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,Oct 28 - Nov 9,23.2,21.6,24.9,21.6 - 24.9,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,Oct 28 - Nov 9,19.5,17.7,21.4,17.7 - 21.4,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,Oct 28 - Nov 9,15.2,11.2,19.8,11.2 - 19.8,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,Oct 28 - Nov 9,17.9,16.9,18.9,16.9 - 18.9,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,Oct 28 - Nov 9,30.1,29.1,31,29.1 - 31.0,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Oct 28 - Nov 9,14.1,13.3,14.9,13.3 - 14.9,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Oct 28 - Nov 9,38.8,37.5,40.2,37.5 - 40.2,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Oct 28 - Nov 9,21,18.9,23.2,18.9 - 23.2,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Oct 28 - Nov 9,26.6,25.7,27.5,25.7 - 27.5,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Oct 28 - Nov 9,18,16,20.2,16.0 - 20.2,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Oct 28 - Nov 9,12.5,10.2,15,10.2 - 15.0,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Oct 28 - Nov 9,29,25.3,32.9,25.3 - 32.9,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,Oct 28 - Nov 9,18.3,14.8,22.1,14.8 - 22.1,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,Oct 28 - Nov 9,21.7,19.9,23.6,19.9 - 23.6,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Oct 28 - Nov 9,26.7,25.6,27.8,25.6 - 27.8,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Oct 28 - Nov 9,25.5,24.8,26.2,24.8 - 26.2,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,Oct 28 - Nov 9,29.1,23.3,35.5,23.3 - 35.5,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,Oct 28 - Nov 9,24.1,19.8,28.7,19.8 - 28.7,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,Oct 28 - Nov 9,21.9,18.2,25.9,18.2 - 25.9,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,Oct 28 - Nov 9,26,21.5,30.9,21.5 - 30.9,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,California,Oct 28 - Nov 9,23.3,20.1,26.8,20.1 - 26.8,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,Oct 28 - Nov 9,27,23.9,30.3,23.9 - 30.3,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,Oct 28 - Nov 9,28.6,23.7,34,23.7 - 34.0,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,Oct 28 - Nov 9,26,20.5,32.1,20.5 - 32.1,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,Oct 28 - Nov 9,28.2,21.4,35.7,21.4 - 35.7,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,Oct 28 - Nov 9,21.2,18,24.6,18.0 - 24.6,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,Oct 28 - Nov 9,23.6,19.5,28,19.5 - 28.0,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,Oct 28 - Nov 9,17.7,13.3,22.9,13.3 - 22.9,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,Oct 28 - Nov 9,24.1,20.4,28.1,20.4 - 28.1,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,Oct 28 - Nov 9,25.8,21.7,30.3,21.7 - 30.3,2020-10-28,2020-11-09,18,1257384,104782
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,Oct 28 - Nov 9,26,21.5,30.8,21.5 - 30.8,2020-10-28,2020-11-09,18,1257384,104782
